,IDLattes,DuracaoDoutorado,Genero,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES,PrimeiraAreaNumeric
0,1000020883210065,6.0,0,1,9.0,14.0,0,0,0
1,1000077717733917,5.0,0,0,2.0,5.0,1,1,1
2,1000138998094231,4.0,0,1,1.0,7.0,0,0,1
3,1000171750564368,5.0,0,1,7.0,13.0,1,0,1
4,1000193621667374,5.0,1,1,5.0,5.0,1,1,2
5,1000271786343378,5.0,0,0,3.0,9.0,1,0,3
6,1000297113793647,3.0,0,1,53.0,17.0,1,0,0
7,1000308383977498,4.0,1,1,5.0,5.0,0,1,1
8,1000339043725050,1.0,1,0,83.0,31.0,0,0,4
9,1000365345909355,4.0,1,0,4.0,5.0,0,0,4
10,1000373295613338,4.0,0,0,11.0,8.0,1,0,5
11,1000374806306312,2.0,1,1,7.0,3.0,0,1,6
12,1000470187493006,3.0,0,0,3.0,11.0,1,0,3
13,1000498199258062,3.0,0,1,41.0,4.0,1,1,2
14,1000506759150876,2.0,1,0,1.0,2.0,1,0,6
15,1000528740958810,4.0,0,0,22.0,19.0,1,1,3
16,1000535673605322,4.0,0,1,49.0,18.0,0,0,0
17,1000566631151230,4.0,1,1,3.0,6.0,1,1,0
18,1000571813063485,2.0,1,0,76.0,17.0,1,0,6
19,1000573994548737,3.0,0,1,6.0,20.0,0,0,1
20,1000584916178581,5.0,1,1,3.0,8.0,0,0,6
21,1000622852662099,4.0,0,1,92.0,31.0,1,0,2
22,1000681368407969,2.0,0,1,6.0,2.0,1,0,4
23,1000688763895346,2.0,0,0,98.0,31.0,1,1,0
24,1000717123605254,4.0,1,1,20.0,17.0,1,0,7
25,1000789943896082,3.0,1,1,4.0,7.0,0,1,7
26,1000799938164430,5.0,1,1,1.0,5.0,1,1,7
27,1000805043084706,3.0,0,0,5.0,4.0,0,0,3
28,1000812505688631,4.0,0,1,4.0,7.0,1,0,5
29,1000821915389311,4.0,1,0,8.0,12.0,0,1,6
30,1000840562015756,1.0,1,0,6.0,5.0,1,1,0
31,1000854112796927,4.0,0,1,14.0,11.0,0,1,2
32,1000881096362848,3.0,1,0,2.0,5.0,0,0,4
33,1000896512375593,4.0,0,1,17.0,8.0,0,1,3
34,1000908769503503,4.0,0,1,3.0,6.0,0,0,1
35,1000951601456635,3.0,1,1,2.0,12.0,0,1,7
36,1000980298010349,1.0,1,0,150.0,47.0,1,0,4
37,1001013721652027,5.0,1,1,5.0,13.0,1,0,5
38,1001018908057794,6.0,1,1,8.0,10.0,0,1,0
39,1001040940232846,4.0,1,1,23.0,8.0,0,1,2
40,1001053972934664,3.0,0,1,2.0,7.0,1,1,3
41,1001081588116334,4.0,1,1,39.0,12.0,1,1,2
42,1001082305933555,4.0,0,1,3.0,9.0,1,0,7
43,1001123283546693,5.0,0,0,2.0,7.0,0,0,1
44,1001172700194924,3.0,0,1,52.0,25.0,0,0,6
45,1001175355190242,6.0,0,0,22.0,24.0,0,0,6
46,1001216946571696,3.0,1,1,3.0,4.0,0,0,4
47,1001246298509023,4.0,0,1,7.0,4.0,0,0,1
48,1001254406785009,4.0,0,1,4.0,4.0,1,0,0
49,1001273895845698,3.0,0,1,32.0,7.0,0,0,1
50,1001328062970250,4.0,0,1,3.0,9.0,1,0,6
51,1001333523593343,4.0,1,0,3.0,3.0,0,0,5
52,1001379008524310,3.0,1,0,2.0,3.0,1,1,5
53,1001391097647824,4.0,1,1,16.0,9.0,1,0,6
54,1001435629686445,4.0,1,1,1.0,4.0,1,0,2
55,1001437630892785,6.0,0,0,2.0,2.0,1,0,1
56,1001445157177360,4.0,1,1,13.0,19.0,0,0,6
57,1001466317648964,4.0,1,0,15.0,7.0,0,0,0
58,1001500969293728,4.0,0,1,29.0,9.0,0,1,4
59,1001595952279605,4.0,0,1,8.0,4.0,1,0,0
60,1001596613460493,5.0,0,1,16.0,29.0,1,1,2
61,1001622880604244,4.0,0,1,21.0,19.0,0,0,3
62,1001627417428829,3.0,1,0,25.0,3.0,0,0,4
63,1001731339714424,5.0,0,1,11.0,9.0,0,0,5
64,1001749166794731,4.0,0,1,1.0,4.0,0,0,3
65,1001771838942690,6.0,1,0,8.0,9.0,0,1,5
66,1001831239174417,6.0,0,0,1.0,8.0,0,0,1
67,1001835044596136,4.0,0,1,2.0,9.0,0,0,4
68,1001869619673472,4.0,1,0,9.0,4.0,1,1,4
69,1001886666997313,4.0,1,1,17.0,16.0,0,0,0
70,1001910426372055,5.0,0,0,1.0,11.0,0,1,3
71,1002027352736468,2.0,0,1,74.0,9.0,1,1,4
72,1002035563058958,2.0,1,0,6.0,8.0,0,1,6
73,1002051080021831,3.0,0,0,29.0,11.0,1,0,3
74,1002065762036686,4.0,1,0,19.0,6.0,0,0,4
75,1002129951984360,4.0,0,1,26.0,6.0,1,1,2
76,1002191640217585,4.0,1,0,164.0,26.0,0,1,4
77,1002193677066082,5.0,1,1,13.0,16.0,1,0,5
78,1002230820162670,3.0,1,1,98.0,17.0,1,0,0
79,1002369240861433,4.5,0,1,4.0,8.0,1,0,1
80,1002382959546675,4.0,0,1,1.0,4.0,0,1,5
81,1002397530105523,4.0,0,0,6.0,6.0,0,1,3
82,1002412277267409,2.0,0,1,18.0,21.0,0,0,1
83,1002426943626438,6.0,0,1,20.0,20.0,1,1,1
84,1002485404161345,4.0,1,0,38.0,30.0,0,0,4
85,1002535093147868,2.0,0,1,14.0,5.0,1,1,5
86,1002574076377847,4.0,1,0,3.0,5.0,0,1,6
87,1002685286544759,4.0,0,1,10.0,4.0,1,1,6
88,1002752521636149,4.0,0,1,5.0,22.0,0,1,4
89,1002816189058375,5.0,1,0,10.0,7.0,0,1,1
90,1002879852439741,4.0,1,0,1.0,4.0,0,1,6
91,1002923033043026,2.0,0,1,10.0,19.0,0,1,4
92,1002938552800845,5.0,1,0,34.0,11.0,0,1,6
93,1002950767275065,4.0,0,1,1.0,3.0,0,1,2
94,1002967154950092,5.0,0,1,10.0,20.0,1,1,6
95,1002997745151812,4.0,1,1,23.0,10.0,1,0,0
96,1003009898182441,4.0,1,1,13.0,11.0,0,0,6
97,1003011436001008,6.0,1,1,17.0,19.0,1,1,6
98,1003037867498422,2.0,0,1,10.0,4.0,0,1,6
99,1003039770050759,4.0,1,1,29.0,18.0,1,0,0
100,1003078868842388,5.0,1,0,28.0,36.0,1,0,7
101,1003113270907697,6.0,1,1,1.0,6.0,0,0,2
102,1003166206612721,5.0,0,0,5.0,11.0,1,0,6
103,1003180776198072,4.0,1,1,2.0,2.0,0,1,5
104,1003184503012396,3.0,0,0,10.0,19.0,1,1,5
105,1003189884392105,4.0,1,0,1.0,4.0,0,0,6
106,1003192087990566,3.0,0,0,1.0,3.0,0,0,2
107,1003201485208002,4.0,0,1,20.0,15.0,1,0,6
108,1003206763408457,4.0,1,1,17.0,11.0,1,0,2
109,1003208976074900,4.0,1,0,4.0,5.0,0,0,5
110,1003211871657833,3.0,0,0,72.0,14.0,0,1,4
111,1003216752869923,4.0,1,1,6.0,14.0,0,1,6
112,1003268124870433,3.0,0,0,14.0,2.0,1,0,7
113,1003322236665100,4.0,0,0,2.0,17.0,0,0,5
114,1003345919720989,4.0,0,1,1.0,4.0,0,1,2
115,1003357077922587,4.0,1,1,18.0,16.0,0,1,3
116,1003388291863684,5.0,1,1,14.0,17.0,0,0,6
117,1003429202093216,4.0,1,1,17.0,10.0,0,0,1
118,1003437939645431,4.0,1,1,5.0,7.0,1,0,6
119,1003438403363431,3.0,1,1,37.0,12.0,1,0,0
120,1003485777084240,8.0,0,1,56.0,37.0,0,1,1
121,1003499594171540,4.0,0,1,14.0,35.0,0,1,5
122,1003523700412699,4.0,0,1,1.0,5.0,0,0,1
123,1003535723082551,4.0,0,1,64.0,19.0,1,0,0
124,1003540751333445,4.0,1,0,99.0,23.0,0,1,7
125,1003555272332792,4.0,0,1,42.0,12.0,1,1,4
126,1003576470000931,4.0,1,1,8.0,5.0,0,1,2
127,1003580864881648,8.0,0,0,13.0,12.0,1,0,1
128,1003590750096407,4.0,1,1,21.0,13.0,1,1,1
129,1003614276471262,3.0,1,0,3.0,3.0,1,1,6
130,1003630329574308,4.0,1,1,24.0,17.0,0,1,0
131,1003674384958659,4.0,1,1,28.0,16.0,1,0,6
132,1003675097090841,4.0,1,1,81.0,20.0,0,1,4
133,1003706656759425,5.0,0,1,1.0,5.0,0,0,3
134,1003717727759886,4.0,0,1,9.0,18.0,1,0,1
135,1003720363856239,4.0,0,1,4.0,2.0,0,0,2
136,1003751416643650,4.0,1,1,10.0,5.0,1,1,0
137,1003774231140692,3.0,1,0,53.0,16.0,0,1,4
138,1003789312269735,5.0,0,1,12.0,3.0,0,1,2
139,1003797349004793,4.0,1,1,3.0,2.0,1,1,6
140,1003822781373272,5.0,1,0,1.0,6.0,0,0,7
141,1003868329909749,3.0,1,0,6.0,5.0,1,1,0
142,1003891447500192,3.0,0,1,8.0,9.0,1,0,6
143,1003922857436099,5.0,0,1,2.0,5.0,0,1,1
144,1004000475494796,4.0,0,1,68.0,27.0,1,1,8
145,1004071509054972,4.0,0,1,3.0,9.0,1,1,7
146,1004095018646688,3.0,0,0,4.0,35.0,0,0,4
147,1004102761400082,3.0,0,0,1.0,3.0,0,0,1
148,1004105852620765,4.0,0,1,13.0,7.0,1,1,0
149,1004144534266600,4.0,1,0,50.0,18.0,1,0,0
150,1004144724736166,3.0,0,1,45.0,10.0,1,1,5
151,1004206862799097,4.0,0,1,18.0,27.0,1,1,1
152,1004217874825544,4.0,1,1,36.0,9.0,1,0,2
153,1004220359101194,2.0,0,0,4.0,7.0,1,1,4
154,1004236911332777,16.0,0,0,2.0,42.0,0,0,6
155,1004312837873706,3.0,0,0,12.0,10.0,0,1,0
156,1004362448027234,6.0,0,0,1.0,6.0,1,0,8
157,1004365765417771,4.0,1,1,17.0,12.0,0,0,8
158,1004373523973506,4.0,1,1,16.0,24.0,1,1,1
159,1004379121741653,3.0,0,1,17.0,10.0,0,1,0
160,1004467554779807,5.0,0,1,5.0,7.0,0,1,3
161,1004468580475770,4.0,1,1,15.0,7.0,0,0,4
162,1004477177156800,3.0,1,0,8.0,11.0,0,0,4
163,1004556234294973,4.0,0,1,1.0,3.0,0,1,7
164,1004602872315324,4.0,0,1,7.0,5.0,0,1,1
165,1004607861742594,5.0,0,0,23.0,10.0,0,0,0
166,1004629041472121,4.0,0,1,17.0,17.0,0,1,1
167,1004659561180428,5.0,0,1,141.0,26.0,1,1,2
168,1004661211572644,5.0,0,1,13.0,8.0,1,1,0
169,1004696361301424,1.0,1,0,278.0,16.0,1,0,0
170,1004744192018018,2.0,0,0,20.0,21.0,1,0,7
171,1004749259902774,3.0,0,0,37.0,11.0,0,1,4
172,1004759458235511,4.0,1,1,48.0,11.0,1,1,2
173,1004775463373932,4.0,1,0,2.0,4.0,0,0,6
174,1004819281444631,5.0,0,1,19.0,25.0,1,1,6
175,1004865944722134,4.0,1,0,11.0,22.0,1,0,7
176,1004890395661374,5.0,0,1,11.0,6.0,1,1,0
177,1004910314273874,2.0,0,1,39.0,3.0,1,1,4
178,1004912567143768,5.0,0,0,1.0,5.0,0,1,5
179,1004922909231817,2.0,1,0,23.0,16.0,1,0,4
180,1004928098630431,4.0,1,1,5.0,3.0,0,0,2
181,1004949833281107,4.0,0,0,37.0,13.0,0,0,6
182,1004978469682361,4.0,1,0,6.0,3.0,1,0,7
183,1004978982641456,5.0,0,1,5.0,2.0,0,1,6
184,1004982370291796,3.0,1,1,45.0,23.0,0,0,6
185,1005013732797485,5.0,1,0,3.0,4.0,1,0,5
186,1005014125508350,4.0,0,0,4.0,3.0,0,0,6
187,1005025547870062,5.0,1,1,5.0,5.0,0,1,0
188,1005049175983796,4.0,0,0,1.0,4.0,0,0,7
189,1005072674110684,4.0,0,0,1.0,3.0,1,1,3
190,1005102348535090,6.0,1,1,22.0,22.0,1,1,5
191,1005131653465877,4.0,0,1,1.0,4.0,0,0,5
192,1005136655297150,4.0,0,0,1.0,7.0,0,0,6
193,1005174653175889,3.0,0,0,41.0,4.0,0,1,2
194,1005256816612049,3.0,0,1,46.0,22.0,1,0,3
195,1005300845410906,4.0,1,1,6.0,15.0,1,1,1
196,1005306580729150,5.0,1,1,35.0,21.0,1,0,2
197,1005341402038393,4.0,0,1,1.0,4.0,0,0,4
198,1005373634294056,4.0,1,1,1.0,4.0,0,0,6
199,1005373883466815,4.0,1,0,6.0,1.0,0,1,4
200,1005379144784841,4.0,0,1,24.0,5.0,1,0,1
201,1005381287253931,5.0,1,1,31.0,28.0,1,1,6
202,1005400094896008,4.0,0,1,1.0,2.0,0,0,1
203,1005402746038293,3.0,0,0,19.0,16.0,1,0,5
204,1005488237336444,4.0,0,0,50.0,30.0,0,1,2
205,1005497616501021,4.0,0,1,13.0,22.0,0,0,2
206,1005535330182925,3.0,0,1,2.0,3.0,1,0,5
207,1005545257053307,2.0,0,0,191.0,37.0,1,0,6
208,1005553714687743,4.0,0,1,51.0,23.0,1,1,1
209,1005613684531146,4.0,1,0,37.0,17.0,0,1,0
210,1005629642501021,4.0,1,1,18.0,25.0,0,0,2
211,1005630791206101,4.0,1,1,1.0,4.0,0,1,4
212,1005672294726953,2.0,0,0,2.0,2.0,1,1,6
213,1005721342678154,2.0,1,1,9.0,9.0,1,0,6
214,1005739684635452,3.0,0,1,12.0,11.0,0,0,4
215,1005756226202071,3.0,0,1,36.0,20.0,1,1,3
216,1005760621001405,4.0,0,1,4.0,7.0,1,1,0
217,1005786246918782,3.0,0,0,1.0,3.0,1,0,6
218,1005809062790476,4.0,0,0,8.0,6.0,1,1,5
219,1005856978999240,3.0,0,1,54.0,13.0,0,0,8
220,1005857246824844,4.0,1,0,18.0,16.0,0,0,0
221,1005867569257830,4.0,1,1,12.0,9.0,1,1,6
222,1005883757680099,4.0,0,1,1.0,3.0,0,1,1
223,1005916924009079,4.0,1,1,3.0,13.0,0,1,6
224,1005946243028031,5.0,1,1,16.0,12.0,0,0,1
225,1005961225984297,1.0,0,0,1.0,1.0,0,0,6
226,1005963113678530,3.0,0,1,1.0,1.0,0,1,7
227,1005974030852071,6.0,1,1,25.0,18.0,1,0,1
228,1005977479728877,5.0,1,0,34.0,19.0,1,0,1
229,1006126664981323,4.0,0,0,17.0,7.0,0,1,0
230,1006135388963775,4.0,1,0,1.0,4.0,0,0,6
231,1006144434950645,4.0,1,1,5.0,14.0,0,1,6
232,1006151597195479,4.0,0,0,69.0,17.0,1,0,7
233,1006211477334111,1.0,1,1,2.0,1.0,0,1,3
234,1006285049433847,4.0,1,1,2.0,5.0,0,0,7
235,1006295710877832,4.0,0,0,5.0,12.0,0,0,4
236,1006305243230308,5.0,0,1,1.0,5.0,0,1,1
237,1006318914677074,3.0,0,0,50.0,8.0,0,1,4
238,1006327784303631,3.0,0,1,27.0,18.0,1,0,2
239,1006331268160436,3.0,1,0,7.0,5.0,0,1,6
240,1006353889898512,4.0,0,1,23.0,5.0,1,1,4
241,1006394163271232,3.0,1,0,3.0,3.0,0,0,6
242,1006395956701745,5.0,1,0,2.0,8.0,0,1,2
243,1006439357220532,2.0,0,1,87.0,9.0,1,0,4
244,1006470200717120,4.0,1,0,9.0,5.0,0,0,4
245,1006495031500611,7.0,0,0,10.0,12.0,1,0,6
246,1006520685524185,3.0,0,1,7.0,5.0,1,1,5
247,1006669422397306,4.0,1,0,2.0,2.0,0,1,7
248,1006683875453587,4.0,1,1,52.0,24.0,1,0,4
249,1006721915977751,4.0,0,1,4.0,13.0,0,1,3
250,1006738639592351,4.0,0,1,22.0,7.0,1,1,7
251,1006765856532631,4.0,1,1,4.0,18.0,0,1,1
252,1006783696860554,4.0,0,0,1.0,4.0,1,0,6
253,1006787062298408,4.0,1,0,2.0,4.0,1,1,7
254,1006840153853655,5.0,0,1,22.0,26.0,1,1,1
255,1006846187687778,3.0,0,0,5.0,8.0,0,0,6
256,1006891025583187,5.0,1,0,3.0,6.0,0,1,4
257,1006902346012802,4.0,0,1,12.0,7.0,1,1,6
258,1006949988503084,5.0,0,0,1.0,5.0,0,0,3
259,1006951557776508,2.0,1,0,4.0,3.0,0,0,6
260,1007042424241782,4.0,1,0,5.0,7.0,0,1,6
261,1007084770268334,4.0,0,0,1.0,4.0,0,1,5
262,1007107768319365,5.0,0,0,2.0,5.0,1,0,5
263,1007193820367597,3.0,0,1,16.0,27.0,0,0,6
264,1007207679958308,4.0,0,1,2.0,24.0,1,1,3
265,1007212466435078,4.0,0,1,15.0,3.0,0,1,1
266,1007254250810661,4.0,1,1,45.0,15.0,0,1,4
267,1007268092226900,2.5,1,1,11.0,10.0,0,1,6
268,1007303612702738,3.0,0,1,7.0,6.0,1,1,3
269,1007392320101957,4.0,1,1,16.0,18.0,0,1,6
270,1007409099917860,2.0,0,1,116.0,13.0,1,1,1
271,1007444336000486,6.0,0,0,117.0,34.0,1,1,4
272,1007447507538719,4.0,0,0,28.0,30.0,0,1,7
273,1007467285869966,5.0,1,1,9.0,11.0,0,0,2
274,1007583099126207,4.0,1,0,4.0,12.0,0,1,6
275,1007584167952773,4.0,0,1,19.0,9.0,1,1,2
276,1007589759793437,5.0,1,0,1.0,5.0,0,1,6
277,1007640724127258,4.0,1,1,6.0,7.0,0,0,0
278,1007642116788955,4.0,0,1,3.0,10.0,0,1,2
279,1007654000671281,5.0,0,1,72.0,25.0,1,0,5
280,1007669910540664,5.0,1,1,6.0,9.0,1,0,7
281,1007698952821561,4.0,1,0,24.0,8.0,0,0,0
282,1007717311952194,4.0,1,0,117.0,47.0,0,0,2
283,1007741509111100,3.0,1,1,2.0,2.0,1,1,5
284,1007756604110255,4.0,1,1,3.0,4.0,1,1,8
285,1007795656088204,4.0,1,1,7.0,5.0,0,0,0
286,1007812091131644,4.0,1,1,14.0,10.0,0,1,3
287,1007816901824719,3.0,1,1,112.0,22.0,1,0,1
288,1007873150226541,2.0,0,0,1.0,5.0,0,1,6
289,1007894702195665,8.5,0,0,1.0,8.5,1,0,6
290,1007911430233428,3.0,1,1,1.0,3.0,0,1,4
291,1007934352497686,6.0,1,0,9.0,11.0,1,1,5
292,1007958717396711,3.0,1,0,2.0,3.0,0,0,7
293,1007991103332290,4.0,0,1,3.0,3.0,0,1,3
294,1008001914451253,4.0,1,1,3.0,3.0,0,0,0
295,1008045542479357,4.0,1,1,24.0,10.0,1,1,0
296,1008053640738092,4.0,0,1,3.0,3.0,0,1,7
297,1008060371011585,5.0,1,1,15.0,11.0,1,1,0
298,1008080285499842,4.0,0,1,1.0,4.0,0,1,5
299,1008093526851446,4.0,0,1,36.0,20.0,0,0,2
300,1008125993470346,3.0,1,1,12.0,16.0,1,1,7
301,1008164488580382,4.0,0,1,53.0,31.0,1,1,6
302,1008222866001154,4.0,1,1,9.0,19.0,0,0,2
303,1008235923157589,3.0,0,1,2.0,3.0,0,0,2
304,1008255143921913,5.0,0,0,1.0,5.0,0,0,5
305,1008300765029025,8.0,0,0,5.0,8.0,1,0,5
306,1008332355394244,2.5,1,1,13.0,4.0,1,1,0
307,1008351504423109,3.0,1,0,6.0,3.0,1,0,5
308,1008357571210901,4.0,0,0,6.0,3.0,1,0,4
309,1008522066166913,4.0,0,1,5.0,7.0,1,1,1
310,1008540791866786,4.0,0,1,1.0,4.0,1,0,1
311,1008557384741795,4.0,0,1,3.0,4.0,1,0,4
312,1008564807633117,4.0,0,1,1.0,4.0,0,0,7
313,1008622733837341,4.0,1,0,6.0,4.0,0,0,4
314,1008627415717829,3.0,0,1,296.0,24.0,1,1,4
315,1008670240360227,4.0,0,0,1.0,4.0,0,1,6
316,1008710118086665,4.0,1,0,5.0,12.0,0,0,6
317,1008737621017610,4.0,1,1,19.0,16.0,0,1,4
318,1008772665759706,1.0,0,0,22.0,16.0,1,1,4
319,1008781631802469,7.0,0,1,60.0,37.0,0,1,0
320,1008820324837392,4.0,1,1,13.0,6.0,0,1,0
321,1008844766307732,4.0,1,1,12.0,17.0,1,0,1
322,1008884202813410,4.0,1,0,24.0,12.0,0,1,6
323,1008916649135005,4.0,0,0,12.0,10.0,1,1,5
324,1008924786363328,4.0,1,1,82.0,27.0,1,1,0
325,1008968523893532,4.0,1,0,55.0,35.0,1,1,1
326,1008972692243920,5.0,1,1,2.0,5.0,1,1,3
327,1008981061334220,5.0,1,1,9.0,14.0,1,0,3
328,1008994947065309,4.0,1,0,8.0,11.0,0,1,0
329,1009009607498690,4.0,1,0,32.0,13.0,1,1,0
330,1009048665138230,4.0,1,1,11.0,18.0,0,0,6
331,1009072241439107,4.0,0,1,37.0,16.0,1,1,0
332,1009083122595973,3.0,1,1,6.0,8.0,1,1,0
333,1009093134243267,4.0,1,1,39.0,26.0,1,1,6
334,1009139853780079,2.0,0,0,23.0,23.0,1,0,6
335,1009229536635380,4.0,1,1,1.0,7.0,1,1,6
336,1009252776618684,5.0,0,1,10.0,9.0,0,0,3
337,1009258919177759,4.0,0,0,37.0,18.0,0,0,8
338,1009292729883066,3.0,1,1,2.0,8.0,0,0,1
339,1009401301199185,4.0,1,1,5.0,5.0,0,1,4
340,1009494328353623,2.5,1,1,49.0,13.0,1,0,4
341,1009557443075044,5.0,0,1,1.0,17.0,0,0,1
342,1009598151118500,2.5,1,0,68.0,24.0,0,1,4
343,1009669778865563,1.0,0,0,6.0,21.0,0,1,7
344,1009713518481107,9.0,0,1,8.0,22.0,1,1,6
345,1009746638524690,4.0,0,0,22.0,10.0,1,1,1
346,1009794212338997,4.0,0,1,1.0,4.0,0,0,5
347,1009866382389939,4.0,1,0,7.0,4.0,0,1,4
348,1009898224121742,4.0,1,0,18.0,9.0,1,0,0
349,1009907088668581,4.0,0,1,1.0,4.0,0,0,5
350,1009934739692268,5.0,1,0,1.0,5.0,0,0,4
351,1009956459333986,4.0,0,1,60.0,25.0,1,0,6
352,1009958908198207,4.0,1,1,11.0,8.0,1,0,4
353,1009961010621143,4.0,0,1,2.0,6.0,0,1,7
354,1010012971195665,3.0,1,0,23.0,9.0,1,1,4
355,1010029029795012,4.0,1,1,7.0,18.0,0,0,5
356,1010030008316258,4.0,0,0,12.0,14.0,1,1,5
357,1010031587374189,4.0,0,1,41.0,10.0,1,1,0
358,1010059005093122,4.0,1,1,6.0,5.0,0,0,1
359,1010080995478422,1.5,0,0,1.0,1.5,0,0,6
360,1010115997209405,3.0,0,1,84.0,9.0,1,0,4
361,1010122562344812,2.0,1,0,9.0,6.0,0,1,4
362,1010123536271127,4.0,0,0,2.0,1.0,0,0,6
363,1010131454054937,6.0,0,0,5.0,11.0,1,1,0
364,1010163666207092,4.0,1,0,3.0,3.0,1,0,7
365,1010236146388793,2.0,0,1,24.0,19.0,1,1,4
366,1010255144713581,3.0,0,1,123.0,50.0,1,0,1
367,1010262868566768,6.0,1,1,5.0,8.0,0,1,1
368,1010312102539802,3.0,1,0,4.0,5.0,0,0,4
369,1010358462837790,6.0,0,1,89.0,29.0,1,1,3
370,1010366111082767,2.0,0,1,87.0,32.0,0,0,1
371,1010375815805305,4.0,0,1,1.0,4.0,1,1,6
372,1010402831320823,4.0,1,1,6.0,4.0,1,0,6
373,1010455859473996,4.0,0,1,2.0,5.0,0,0,1
374,1010482896852866,4.0,0,1,5.0,5.0,1,1,6
375,1010498548415471,4.0,1,0,3.0,8.0,1,1,2
376,1010533964876212,5.0,1,0,29.0,25.0,0,0,3
377,1010540189693951,4.0,0,1,4.0,6.0,1,0,7
378,1010563939232545,3.0,1,1,11.0,10.0,1,0,0
379,1010588591399870,4.0,0,1,7.0,5.0,0,1,1
380,1010605667656740,5.0,1,1,4.0,5.0,0,0,1
381,1010632105263840,8.0,0,1,12.0,11.0,1,0,5
382,1010658689650692,4.0,0,1,47.0,29.0,1,0,6
383,1010690476627166,4.0,0,0,1.0,4.0,1,1,5
384,1010721095594895,4.0,0,1,2.0,3.0,0,1,3
385,1010751221942405,4.0,0,1,9.0,17.0,1,0,1
386,1010780688440896,3.0,1,0,70.0,12.0,1,1,5
387,1010791400937310,4.0,1,1,3.0,6.0,0,0,7
388,1010801083457514,3.0,0,1,94.0,27.0,1,0,3
389,1010810293243435,3.0,1,1,26.0,15.0,1,0,3
390,1010829508658469,6.0,0,1,3.0,7.0,0,1,3
391,1010830355797379,6.0,1,1,2.0,4.0,1,0,6
392,1010854680087943,5.0,0,1,12.0,12.0,1,1,0
393,1010876229658940,4.0,1,1,26.0,12.0,1,1,0
394,1010905812755398,5.0,0,1,14.0,20.0,0,0,6
395,1010923808029704,3.0,1,1,20.0,17.0,1,0,0
396,1011018511798548,4.0,1,0,13.0,8.0,1,0,1
397,1011018535020717,4.0,0,1,37.0,19.0,1,1,1
398,1011049318299488,3.0,0,0,6.0,5.0,1,1,7
399,1011098065426388,4.0,1,1,11.0,13.0,0,0,1
400,1011113677316978,3.0,1,1,13.0,6.0,0,1,2
401,1011114159654816,4.0,1,1,77.0,24.0,0,0,4
402,1011118457382013,5.0,0,0,10.0,8.0,1,1,5
403,1011137270746048,2.5,0,0,86.0,26.0,1,0,4
404,1011148093057747,3.0,1,1,3.0,5.0,1,1,4
405,1011152619098862,4.0,1,1,8.0,3.0,0,0,5
406,1011159296604126,4.0,0,0,2.0,1.0,0,0,5
407,1011166011470331,4.0,1,1,3.0,5.0,0,0,1
408,1011188496333659,5.0,1,1,2.0,5.0,1,0,5
409,1011193479656335,4.0,0,1,32.0,10.0,0,0,1
410,1011213144755368,4.0,1,1,57.0,38.0,0,1,0
411,1011248116165623,4.0,1,1,2.0,4.0,0,1,3
412,1011290918755304,3.0,1,0,7.0,12.0,0,0,6
413,1011316471232738,3.0,1,1,30.0,9.0,0,0,1
414,1011339615940313,4.0,1,1,8.0,16.0,0,0,8
415,1011349690448895,4.0,0,0,11.0,9.0,0,0,7
416,1011444507751981,4.0,1,0,4.0,2.0,0,0,4
417,1011463160949177,4.0,1,0,24.0,5.0,1,0,4
418,1011529569580141,3.0,1,0,11.0,13.0,0,0,4
419,1011537382553747,4.0,0,0,26.0,7.0,0,1,6
420,1011539940657706,4.0,0,1,3.0,5.0,0,1,8
421,1011589747196694,2.0,1,0,12.0,10.0,1,0,4
422,1011596385892598,4.0,1,1,2.0,6.0,1,1,3
423,1011605644046440,3.0,1,1,77.0,18.0,0,0,2
424,1011664329493115,4.0,0,1,1.0,4.0,1,1,2
425,1011676535042810,6.0,0,1,31.0,28.0,0,0,1
426,1011681316803849,4.0,0,0,2.0,3.0,0,0,4
427,1011721048371435,4.0,0,0,13.0,24.0,0,0,1
428,1011742092324345,5.0,1,0,2.0,7.0,0,1,0
429,1011761965299986,4.0,0,1,41.0,33.0,0,0,1
430,1011839263514763,4.0,0,0,16.0,7.0,0,0,4
431,1011852324526185,4.0,1,1,11.0,13.0,0,1,0
432,1011936727324620,2.0,0,1,131.0,27.0,1,0,1
433,1011984451254249,6.0,0,1,1.0,6.0,1,1,8
434,1012019191474509,5.0,0,0,1.0,1.0,0,0,6
435,1012065705339888,6.0,1,0,4.0,6.0,1,1,3
436,1012133793187374,4.0,1,1,17.0,9.0,1,0,7
437,1012135566403674,6.0,0,1,1.0,6.0,0,0,3
438,1012152674071274,3.0,1,1,8.0,5.0,0,0,2
439,1012157388812441,4.0,1,1,1.0,7.0,1,1,2
440,1012183803207738,5.0,1,1,13.0,19.0,0,0,6
441,1012198439271077,3.0,1,1,7.0,22.0,0,0,6
442,1012201969769720,3.0,1,0,6.0,5.0,0,1,4
443,1012217731137451,4.0,1,1,145.0,34.0,1,0,0
444,1012245874850906,4.0,0,0,5.0,4.0,0,0,4
445,1012314103423287,4.0,0,1,7.0,7.0,0,1,5
446,1012331925924488,5.0,1,0,3.0,3.0,0,0,5
447,1012336734311467,3.0,1,1,31.0,12.0,1,0,4
