,IDLattes,DuracaoDoutorado,Genero,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES,PrimeiraAreaNumeric
896,1025592413685937,4.0,1,0,10.0,17.0,0,1,5
897,1025597394218044,1.0,0,0,469.0,40.0,1,1,4
898,1025598529469393,3.0,0,0,506.0,30.0,1,0,1
899,1025607971064367,4.0,1,1,56.0,42.0,0,1,7
900,1025711154709546,4.0,1,1,3.0,7.0,0,0,4
901,1025735316180981,5.0,1,0,1.0,5.0,0,1,7
902,1025806955076376,4.0,0,1,4.0,5.0,0,1,3
903,1025889696360829,3.0,1,1,36.0,17.0,1,1,4
904,1025910773653012,4.0,0,1,10.0,4.0,0,0,2
905,1025928877570302,2.5,0,1,2.0,5.0,0,1,1
906,1025959963398234,4.0,0,1,5.0,4.0,0,1,0
907,1026006679805545,4.0,0,1,10.0,2.0,0,1,1
908,1026024600325825,4.0,1,1,9.0,5.0,1,0,6
909,1026062768392297,3.0,1,0,35.0,35.0,1,0,0
910,1026085006077039,5.0,1,1,1.0,5.0,0,0,0
911,1026092967000273,5.0,0,1,5.0,7.0,1,0,1
912,1026159251752260,3.0,1,0,1.0,3.0,1,0,4
913,1026167629096564,5.0,1,1,33.0,16.0,1,1,4
914,1026226604384536,3.0,1,0,12.0,3.0,0,0,8
915,1026260648517314,4.0,0,1,12.0,11.0,1,1,1
916,1026263931402762,5.0,1,0,1.0,5.0,0,0,6
917,1026286813242232,4.0,1,0,5.0,6.0,0,1,5
918,1026299512807183,5.0,1,1,11.0,16.0,1,1,0
919,1026308157852394,3.0,0,1,127.0,31.0,0,1,0
920,1026329903158317,4.0,1,0,3.0,5.0,1,1,6
921,1026340527527983,1.0,1,0,50.0,27.0,1,1,4
922,1026344490944693,4.0,1,1,6.0,5.0,1,0,0
923,1026396546633471,4.0,1,0,2.0,3.0,0,0,4
924,1026410197854952,3.0,1,0,4.0,3.0,1,1,6
925,1026437912819928,4.0,0,0,34.0,18.0,0,0,4
926,1026450683366163,3.0,0,1,2.0,8.0,1,1,1
927,1026500784646357,6.0,0,0,1.0,6.0,0,0,1
928,1026506405620119,4.0,1,1,1.0,4.0,0,1,4
929,1026511676619526,4.0,0,1,138.0,37.0,1,0,5
930,1026529199377793,5.0,0,1,2.0,9.0,0,1,1
931,1026548350464769,4.0,0,1,5.0,6.0,0,0,3
932,1026572042750526,5.0,1,0,3.0,16.0,1,1,5
933,1026618658532450,3.0,0,0,3.0,3.0,0,0,6
934,1026650949756176,5.0,0,0,5.0,4.0,0,0,4
935,1026724424596950,3.0,1,1,7.0,20.0,0,0,6
936,1026775694153077,2.0,0,1,10.0,3.0,1,0,7
937,1026792723511967,4.0,1,0,16.0,7.0,0,1,4
938,1026815362090928,5.0,0,0,32.0,6.0,0,0,1
939,1026892777830950,5.0,1,1,1.0,5.0,1,0,6
940,1026904548501270,4.0,1,0,6.0,11.0,0,1,4
941,1026910003058685,5.0,0,1,1.0,5.0,0,1,3
942,1026927557754161,5.0,0,1,43.0,22.0,1,0,0
943,1026942131180068,6.0,1,1,39.0,33.0,1,0,7
944,1026960387707785,4.0,1,0,1.0,4.0,1,0,5
945,1026991228741163,5.0,1,0,10.0,6.0,1,0,4
946,1027011694846632,2.0,1,0,30.0,14.0,0,0,5
947,1027017353436756,4.0,0,0,3.0,7.0,0,0,7
948,1027030500014584,4.0,0,1,72.0,31.0,1,1,1
949,1027093134736673,1.0,1,0,22.0,19.0,0,0,2
950,1027136853051518,4.0,1,1,10.0,6.0,0,0,1
951,1027138840914073,4.0,0,1,36.0,9.0,1,0,1
952,1027166168824774,4.0,0,0,26.0,39.0,0,0,6
953,1027261895435153,3.0,1,1,1.0,3.0,0,1,6
954,1027301772032263,5.0,1,1,18.0,22.0,1,0,0
955,1027322038462037,6.0,0,1,12.0,12.0,0,1,1
956,1027362517857442,4.0,1,1,8.0,11.0,0,0,4
957,1027399396308093,4.0,0,1,2.0,4.0,0,1,4
958,1027445733024505,4.0,0,1,7.0,4.0,1,1,5
959,1027462617554965,5.0,0,0,11.0,5.0,0,1,4
960,1027467404762561,4.0,0,1,13.0,9.0,0,0,0
961,1027494793363260,4.0,0,0,3.0,4.0,0,1,3
962,1027496814443777,4.0,0,1,105.0,13.0,1,0,1
963,1027565385310600,4.0,1,0,2.0,4.0,0,0,6
964,1027573784365992,4.0,0,1,1.0,8.0,0,1,0
965,1027640378654043,4.0,0,1,16.0,5.0,0,0,2
966,1027657794056344,1.0,0,0,1.0,1.0,0,0,6
967,1027829338630352,6.0,0,0,4.0,8.0,0,0,1
968,1027907878763751,4.0,0,0,1.0,4.0,0,0,6
969,1027909351096844,11.0,0,0,22.0,15.0,0,0,5
970,1027997276817330,3.0,0,0,104.0,12.0,1,0,4
971,1028003493670371,4.0,1,1,12.0,26.0,1,0,7
972,1028024139045292,4.0,0,1,3.0,4.0,0,0,4
973,1028057871039595,2.0,0,1,55.0,7.0,1,0,0
974,1028109657084418,5.0,1,0,5.0,6.0,0,0,0
975,1028110691131464,3.0,1,1,45.0,7.0,1,1,4
976,1028115701628590,4.0,1,0,9.0,10.0,1,0,6
977,1028148264494777,3.0,0,0,30.0,51.0,1,1,4
978,1028151705135221,4.0,0,1,69.0,17.0,1,1,1
979,1028160411479413,3.0,0,1,9.0,2.0,0,1,2
980,1028222523174508,6.0,1,1,4.0,22.0,1,1,3
981,1028264531047283,4.0,0,0,13.0,3.0,0,0,4
982,1028283049134193,4.0,0,1,32.0,19.0,1,0,3
983,1028295858152022,4.0,1,1,35.0,21.0,1,0,4
984,1028299162272414,3.0,1,1,93.0,24.0,1,0,7
985,1028302856389494,4.0,1,1,8.0,8.0,1,0,7
986,1028324368480940,3.0,0,1,12.0,27.0,1,1,6
987,1028364128557253,5.0,1,0,8.0,2.0,1,1,4
988,1028384858323270,3.0,0,1,14.0,26.0,1,0,1
989,1028403770461478,4.0,0,1,170.0,42.0,0,1,2
990,1028455108910097,4.0,1,1,6.0,12.0,0,1,7
991,1028478789027007,5.0,1,1,2.0,7.0,0,0,1
992,1028548791686568,6.0,1,1,117.0,42.0,1,0,1
993,1028569053653746,4.0,1,0,1.0,4.0,1,0,5
994,1028609214601114,3.0,1,1,25.0,24.0,0,1,2
995,1028642968894425,4.0,1,1,2.0,3.0,0,1,2
996,1028649186041808,3.0,0,1,1.0,3.0,0,0,1
997,1028712892794914,4.0,0,0,4.0,5.0,0,1,2
998,1028716927053854,4.0,1,0,16.0,14.0,1,0,4
999,1028730623882389,3.0,0,0,9.0,9.0,0,0,4
1000,1028761082040447,4.0,1,1,1.0,4.0,0,0,2
1001,1028794796688155,3.0,1,0,11.0,5.0,0,1,3
1002,1028826611698312,4.0,1,0,13.0,2.0,1,0,6
1003,1028885354591229,5.0,1,1,1.0,5.0,1,0,7
1004,1028895613099922,5.0,1,1,10.0,3.0,0,0,2
1005,1028912426497452,4.0,1,1,4.0,5.0,1,0,6
1006,1028915748980954,5.0,0,0,6.0,5.0,0,0,5
1007,1028918881178707,5.0,1,1,20.0,10.0,1,1,4
1008,1028921713215334,3.0,0,1,65.0,20.0,1,1,6
1009,1028956078631680,6.0,1,0,1.0,6.0,0,0,5
1010,1028975743453365,7.0,0,0,1.0,7.0,0,0,3
1011,1028987488723146,2.5,1,1,7.0,7.0,1,0,6
1012,1029012132346804,5.0,1,1,13.0,11.0,0,1,0
1013,1029014056390833,4.0,0,1,7.0,6.0,0,1,7
1014,1029123024687575,2.0,0,1,13.0,3.0,1,1,0
1015,1029159226741975,4.0,0,0,10.0,49.0,0,1,3
1016,1029268341048637,3.0,1,0,6.0,6.0,0,1,6
1017,1029300953471264,5.0,0,1,7.0,4.0,1,0,8
1018,1029325494845923,2.0,1,1,7.0,4.0,0,0,4
1019,1029334251705417,4.0,0,1,76.0,25.0,1,0,4
1020,1029355983472903,5.0,1,1,1.0,5.0,0,0,8
1021,1029388749835476,5.0,1,0,16.0,12.0,0,0,6
1022,1029404251203739,3.0,0,0,8.0,7.0,0,1,4
1023,1029426965115399,5.0,0,0,2.0,12.0,0,0,5
1024,1029430934770489,3.0,1,0,44.0,12.0,1,1,0
1025,1029439175349294,3.0,1,0,8.0,6.0,0,0,4
1026,1029441038069805,4.0,1,1,28.0,18.0,0,0,6
1027,1029501009628001,6.0,0,0,27.0,39.0,1,1,1
1028,1029517093516223,3.0,0,0,77.0,35.0,1,0,4
1029,1029522502997074,4.0,0,0,12.0,5.0,0,1,1
1030,1029544793886219,4.0,0,1,11.0,3.0,0,0,7
1031,1029558817696548,4.0,0,1,38.0,9.0,1,0,0
1032,1029566765859625,4.0,0,1,6.0,8.0,1,1,3
1033,1029592735022324,4.0,0,1,23.0,6.0,1,0,4
1034,1029607858204820,4.0,0,1,4.0,2.0,1,1,5
1035,1029608209597219,4.0,0,1,1.0,4.0,1,1,1
1036,1029619053615936,4.0,1,0,6.0,2.0,1,1,4
1037,1029626423566941,5.0,0,1,7.0,12.0,0,0,6
1038,1029653513264678,3.0,1,0,1.0,3.0,0,0,6
1039,1029706655485835,5.0,0,1,30.0,8.0,0,0,0
1040,1029761320624346,5.0,0,0,10.0,11.0,1,1,1
1041,1029771612840996,3.0,0,0,1.0,3.0,0,1,1
1042,1029788346113142,4.0,0,1,7.0,23.0,0,0,7
1043,1029855202398576,4.0,0,1,8.0,4.0,1,0,6
1044,1029892667445223,4.0,0,0,163.0,37.0,1,0,8
1045,1029909107962032,5.0,0,1,4.0,7.0,0,1,2
1046,1029918096292730,8.0,0,1,6.0,21.0,0,1,6
1047,1029923532957753,4.0,1,1,13.0,7.0,1,1,0
1048,1029928220945456,5.0,0,0,2.0,4.0,0,0,3
1049,1029992251643605,5.0,1,1,1.0,7.0,0,0,7
1050,1030036144037365,3.0,0,1,103.0,34.0,1,0,0
1051,1030088164519345,3.0,0,0,26.0,21.0,1,1,4
1052,1030108717509538,4.0,0,1,17.0,10.0,0,0,2
1053,1030131419679513,4.0,0,1,6.0,5.0,0,0,2
1054,1030136248742339,4.0,0,1,10.0,9.0,1,0,2
1055,1030138599058671,4.0,1,1,6.0,5.0,1,1,2
1056,1030155171981790,4.0,0,0,3.0,5.0,1,1,3
1057,1030202582786923,5.0,1,1,2.0,5.0,0,0,6
1058,1030211969937391,4.0,1,0,2.0,8.0,0,1,4
1059,1030234790702358,4.0,1,0,11.0,9.0,0,0,4
1060,1030251743943217,4.0,0,1,97.0,35.0,0,1,1
1061,1030267794611173,5.0,0,0,3.0,8.0,1,1,7
1062,1030274742254887,3.0,1,1,3.0,5.0,1,0,0
1063,1030279748232358,4.0,0,1,36.0,31.0,1,1,6
1064,1030306192969513,3.0,0,1,50.0,13.0,1,1,1
1065,1030329893148445,4.0,0,1,15.0,8.0,1,1,0
1066,1030331032570376,1.0,0,1,25.0,13.0,0,0,4
1067,1030363803163807,2.5,0,0,1.0,2.5,0,1,6
1068,1030369301187376,2.0,0,1,838.0,34.0,1,0,4
1069,1030453204988281,3.0,1,1,7.0,2.0,0,0,4
1070,1030495346695481,4.0,1,1,3.0,1.0,1,0,7
1071,1030504842212723,7.0,0,0,13.0,20.0,0,0,3
1072,1030602358409191,3.0,0,1,1.0,3.0,1,0,8
1073,1030617038186477,4.0,0,0,16.0,10.0,0,1,6
1074,1030661726269225,7.0,1,0,16.0,24.0,0,0,0
1075,1030689569102844,3.0,1,0,84.0,29.0,1,0,1
1076,1030714111384802,2.0,0,0,10.0,7.0,0,0,4
1077,1030772767470294,3.0,0,1,76.0,13.0,1,0,3
1078,1030774782334438,7.0,0,0,10.0,25.0,0,0,7
1079,1030780371889609,4.0,1,1,37.0,13.0,1,1,4
1080,1030782248909090,3.0,1,1,38.0,18.0,1,0,2
1081,1030812314123898,4.0,0,1,1.0,4.0,0,1,6
1082,1030812555939432,4.0,0,1,7.0,5.0,1,1,4
1083,1030821423237228,6.0,1,1,5.0,7.0,0,0,5
1084,1030834608582624,4.0,0,1,77.0,32.0,1,0,3
1085,1030836126649193,4.0,1,1,18.0,15.0,1,0,5
1086,1030866694470493,4.0,0,0,43.0,18.0,0,0,6
1087,1030877168235586,5.0,0,1,19.0,7.0,1,0,4
1088,1030892800350403,4.0,0,1,1.0,4.0,1,1,3
1089,1030932974174716,3.0,1,0,4.0,10.0,0,0,6
1090,1030941900957552,4.0,1,1,86.0,18.0,1,0,6
1091,1030945315990678,3.0,1,0,8.0,8.0,0,0,4
1092,1030954758084059,2.5,1,0,16.0,4.0,0,1,6
1093,1031023823121360,5.0,0,0,90.0,20.0,1,1,5
1094,1031033303084870,2.0,0,0,12.0,8.0,0,0,4
1095,1031070127975830,6.0,0,1,9.0,17.0,1,1,0
1096,1031106255591731,6.0,0,0,1.0,6.0,1,0,6
1097,1031144647468094,3.0,1,0,14.0,13.0,1,0,4
1098,1031146249136623,3.0,1,1,13.0,6.0,1,1,1
1099,1031178815377291,5.0,0,1,1.0,5.0,0,0,6
1100,1031192975749323,4.0,0,1,3.0,16.0,1,1,6
1101,1031247356502773,5.0,0,1,5.0,9.0,1,1,6
1102,1031268062919228,4.0,1,1,3.0,1.0,0,1,1
1103,1031286292970130,5.0,0,1,1.0,5.0,0,0,1
1104,1031305744657914,4.0,0,1,1.0,2.0,0,1,0
1105,1031374016035538,5.0,0,0,1.0,5.0,0,0,7
1106,1031423401115673,5.0,0,1,2.0,5.0,1,0,6
1107,1031606627086716,4.0,0,1,69.0,16.0,1,0,2
1108,1031624794278239,4.0,0,1,25.0,10.0,1,1,0
1109,1031649453998211,3.0,1,0,23.0,21.0,1,1,6
1110,1031677347706550,6.0,1,1,2.0,10.0,0,0,6
1111,1031682265403276,2.0,0,0,29.0,4.0,0,0,4
1112,1031731260412032,4.0,1,1,16.0,11.0,0,1,6
1113,1031778190820117,4.0,1,0,24.0,2.0,0,1,4
1114,1031847818092981,5.0,0,1,2.0,11.0,0,0,2
1115,1031878280995937,4.0,1,1,23.0,8.0,0,0,6
1116,1031994101837948,4.0,0,0,8.0,12.0,0,0,2
1117,1032002102727836,4.0,1,0,5.0,6.0,1,0,7
1118,1032017791576528,2.0,0,0,77.0,34.0,0,0,1
1119,1032038074172107,4.0,0,1,2.0,4.0,0,1,6
1120,1032091480415114,4.0,1,1,3.0,4.0,0,0,6
1121,1032124853688980,4.0,1,1,35.0,12.0,0,1,2
1122,1032143706575048,4.0,0,1,8.0,3.0,1,1,0
1123,1032163048810317,3.0,0,0,345.0,49.0,0,0,4
1124,1032187165785945,5.0,0,0,27.0,32.0,1,0,3
1125,1032220908992092,4.0,1,0,4.0,2.0,1,0,6
1126,1032221248872389,2.0,1,0,1.0,7.0,0,0,1
1127,1032225749434466,4.0,0,1,77.0,23.0,1,0,2
1128,1032231517347197,9.0,0,0,12.0,28.0,1,0,7
1129,1032357764753069,4.0,0,1,8.0,5.0,0,1,2
1130,1032408705226675,1.0,0,0,8.0,7.0,1,0,5
1131,1032425601643160,3.0,1,0,4.0,18.0,0,0,6
1132,1032454150925984,5.0,0,1,12.0,26.0,0,1,1
1133,1032488141954615,4.0,1,1,11.0,13.0,0,0,3
1134,1032499449267888,4.0,1,0,10.0,8.0,1,0,7
1135,1032517586232023,5.0,1,1,3.0,6.0,0,1,4
1136,1032674819186840,6.0,1,1,7.0,9.0,0,1,1
1137,1032729887096611,3.0,1,1,9.0,5.0,0,1,0
1138,1032742283143550,4.0,0,0,25.0,10.0,0,1,5
1139,1032780841287667,5.0,1,0,2.0,5.0,1,1,1
1140,1032844633987187,4.0,1,0,1.0,4.0,0,0,2
1141,1032894966107349,1.0,0,0,1.0,1.0,1,1,8
1142,1032994092387629,2.0,0,1,16.0,23.0,0,0,3
1143,1033015328828958,3.0,1,1,1.0,4.0,0,0,4
1144,1033023281052969,4.0,0,1,3.0,3.0,0,1,1
1145,1033029587062930,4.0,1,0,1.0,4.0,1,0,6
1146,1033054009313345,4.0,1,1,7.0,6.0,1,0,7
1147,1033061835455866,4.0,0,0,7.0,4.0,0,0,2
1148,1033067935784653,5.0,1,0,1.0,5.0,0,0,6
1149,1033093010277048,4.0,1,1,22.0,5.0,0,0,4
1150,1033138909231401,4.0,1,1,30.0,22.0,0,1,6
1151,1033155673874047,5.0,0,0,3.0,6.0,0,0,3
1152,1033215067775319,4.0,0,1,55.0,23.0,1,1,8
1153,1033252252799989,4.0,0,0,19.0,10.0,0,0,4
1154,1033263683509450,4.0,1,1,5.0,7.0,0,1,4
1155,1033263691048675,5.0,1,1,4.0,20.0,0,0,4
1156,1033343080980523,4.0,1,0,1.0,13.0,1,1,6
1157,1033348477260370,6.0,0,0,13.0,25.0,0,1,5
1158,1033376062629417,4.0,1,1,8.0,7.0,1,1,6
1159,1033385402409022,4.0,1,1,32.0,14.0,1,0,6
1160,1033412105460736,4.0,1,0,15.0,12.0,0,0,6
1161,1033438528417911,4.0,1,1,18.0,7.0,0,1,0
1162,1033484010955706,6.0,0,0,1.0,20.0,1,1,1
1163,1033535233333113,4.0,1,0,145.0,44.0,0,1,0
1164,1033546236297289,4.0,0,1,5.0,19.0,0,1,6
1165,1033586978575757,4.0,0,1,3.0,7.0,1,1,3
1166,1033587485442143,4.0,0,1,15.0,23.0,0,1,1
1167,1033610693200363,2.0,0,0,8.0,4.0,0,1,4
1168,1033618168852826,6.0,0,1,8.0,15.0,0,1,6
1169,1033626788015507,5.0,1,0,4.0,7.0,0,0,0
1170,1033658951252242,3.0,0,0,57.0,13.0,1,1,5
1171,1033659500221177,5.0,1,0,18.0,23.0,0,0,4
1172,1033696853650902,3.0,0,1,6.0,4.0,1,1,1
1173,1033715849447118,1.0,0,0,15.0,7.0,0,1,4
1174,1033722090569193,5.0,0,0,22.0,39.0,0,0,1
1175,1033725561496073,3.0,0,0,3.0,3.0,0,0,3
1176,1033744292345474,4.0,0,0,26.0,13.0,1,0,1
1177,1033758774893940,4.0,1,1,3.0,6.0,1,1,6
1178,1033763113640031,4.0,1,1,13.0,4.0,0,1,4
1179,1033778004502671,5.0,1,1,6.0,20.0,1,0,6
1180,1033812325602334,4.0,1,0,9.0,19.0,0,1,2
1181,1033837251559040,3.0,0,0,9.0,3.0,0,1,4
1182,1033889573315620,4.0,0,1,1.0,9.0,0,1,7
1183,1033893977311713,2.0,0,0,111.0,23.0,0,1,5
1184,1033917187117771,4.0,0,1,22.0,18.0,1,1,2
1185,1033949068190573,3.0,1,1,9.0,10.0,1,1,4
1186,1033960267323982,4.0,1,1,5.0,6.0,0,0,1
1187,1033999941594752,6.0,0,0,26.0,22.0,0,1,2
1188,1034013019249784,3.0,1,1,10.0,18.0,0,1,4
1189,1034049862664412,3.0,1,1,29.0,8.0,1,1,6
1190,1034103636289123,4.0,0,0,3.0,10.0,0,0,5
1191,1034115475935284,4.0,0,1,9.0,13.0,0,0,7
1192,1034116367825249,4.0,0,1,1.0,4.0,0,0,1
1193,1034137168719643,3.0,1,1,22.0,15.0,0,0,4
1194,1034169651581987,3.0,0,1,27.0,44.0,1,1,4
1195,1034193644867116,4.0,0,1,5.0,6.0,0,1,1
1196,1034196158589581,1.0,0,0,260.0,44.0,1,0,4
1197,1034196355724945,4.0,1,1,35.0,23.0,1,0,1
1198,1034201947813041,5.0,1,1,11.0,15.0,0,1,7
1199,1034213070410141,5.0,0,1,2.0,5.0,1,0,1
1200,1034216138626744,5.0,0,0,1.0,5.0,0,0,0
1201,1034254234188162,4.0,0,1,37.0,10.0,1,1,2
1202,1034300384416539,2.5,0,0,20.0,6.0,1,1,5
1203,1034313834181277,4.0,1,0,13.0,7.0,1,0,4
1204,1034340400100837,5.0,1,1,1.0,5.0,0,1,0
1205,1034340973727271,5.0,1,1,4.0,5.0,1,1,5
1206,1034346245467920,4.0,0,1,16.0,5.0,1,1,3
1207,1034347708345724,4.0,1,0,9.0,2.0,0,0,0
1208,1034384160736943,4.0,1,1,16.0,17.0,1,0,1
1209,1034403593419282,4.0,1,1,8.0,6.0,0,0,2
1210,1034441423766427,3.0,1,1,4.0,5.0,0,1,0
1211,1034446764630543,2.5,1,0,6.0,5.0,0,1,7
1212,1034449975741992,7.0,1,0,68.0,39.0,1,0,1
1213,1034512411568788,4.0,1,1,12.0,10.0,1,0,1
1214,1034534634988402,3.0,0,1,304.0,41.0,0,1,0
1215,1034585327862448,4.0,1,0,1.0,4.0,1,0,6
1216,1034605090075507,3.0,1,0,4.0,6.0,1,0,6
1217,1034656789201790,4.0,0,1,11.0,5.0,0,1,6
1218,1034670923244399,5.0,1,0,2.0,6.0,0,1,1
1219,1034687752285578,6.0,0,1,4.0,8.0,0,0,8
1220,1034758567941772,4.0,0,1,6.0,7.0,0,1,0
1221,1034758842690296,3.0,0,1,15.0,12.0,1,1,5
1222,1034778771681301,4.0,0,0,51.0,13.0,0,0,0
1223,1034829852338994,4.0,0,1,99.0,30.0,1,0,6
1224,1034835357110171,3.0,0,1,28.0,25.0,1,0,0
1225,1034870506996435,4.0,0,1,12.0,11.0,1,1,1
1226,1034874453243925,4.0,0,1,5.0,5.0,0,0,1
1227,1034950751317305,5.0,0,0,16.0,8.0,1,0,2
1228,1034980944478964,3.0,1,0,1.0,10.0,0,0,6
1229,1034999514237153,4.0,1,0,7.0,6.0,0,1,6
1230,1035001213215420,4.0,1,1,1.0,4.0,1,1,5
1231,1035025419267366,4.0,1,1,22.0,18.0,0,0,1
1232,1035060942314903,5.0,1,1,12.0,16.0,1,0,4
1233,1035095212624499,2.0,0,1,8.0,7.0,0,0,2
1234,1035105320691655,4.0,0,0,3.0,4.0,1,0,6
1235,1035206545138489,4.0,1,1,22.0,16.0,0,0,4
1236,1035233898611437,3.0,1,1,13.0,11.0,1,1,0
1237,1035236603840498,4.0,0,1,7.0,14.0,1,0,1
1238,1035254156384979,4.0,0,0,62.0,33.0,0,0,1
1239,1035289087994942,4.0,0,1,5.0,6.0,1,1,5
1240,1035315815795045,3.0,1,0,23.0,24.0,0,0,1
1241,1035329172305564,3.0,0,1,5.0,10.0,0,0,5
1242,1035425217732071,8.0,0,0,4.0,8.0,1,1,3
1243,1035459957217079,3.0,0,0,9.0,3.0,0,1,4
1244,1035493922064374,2.0,1,1,10.0,8.0,0,0,2
1245,1035517424750327,5.0,1,1,1.0,5.0,1,0,6
1246,1035573410272594,4.0,1,1,28.0,6.0,1,0,0
1247,1035577737127278,4.0,1,0,10.0,6.0,1,0,6
1248,1035582190541608,5.0,1,1,1.0,5.0,0,1,7
1249,1035616337472088,3.0,1,1,75.0,19.0,1,1,6
1250,1035616621154867,5.0,1,0,3.0,5.0,0,0,4
1251,1035632039826066,4.0,1,1,7.0,3.0,0,0,2
1252,1035639338519262,4.0,0,1,15.0,6.0,0,1,5
1253,1035656040111690,6.0,1,0,1.0,6.0,1,1,5
1254,1035673393812616,5.0,1,0,4.0,10.0,0,1,4
1255,1035695309779073,5.0,0,1,12.0,8.0,0,0,0
1256,1035704424284383,3.0,0,0,1.0,3.0,0,1,8
1257,1035713478211993,4.0,0,0,3.0,14.0,0,0,5
1258,1035726213931285,4.0,0,1,11.0,12.0,1,0,1
1259,1035726257871530,4.0,1,1,33.0,27.0,1,1,0
1260,1035738584406712,4.0,0,1,100.0,20.0,0,1,0
1261,1035760283977699,4.0,0,0,1.0,4.0,0,0,1
1262,1035797688049188,4.0,1,1,4.0,4.0,0,1,6
1263,1035845070705430,3.0,1,1,13.0,3.0,0,0,4
1264,1035866987515899,4.0,0,1,1.0,4.0,0,0,7
1265,1035876028714358,2.0,1,0,13.0,5.0,0,0,4
1266,1035876347783356,4.0,1,1,6.0,6.0,0,0,7
1267,1035903177130910,4.0,1,0,176.0,8.0,1,1,5
1268,1035915374251190,3.0,0,0,6.0,3.0,0,0,5
1269,1035949574595488,4.0,1,1,6.0,10.0,0,0,0
1270,1035960555281855,4.0,0,1,5.0,4.0,0,0,6
1271,1035986558150646,4.0,0,1,75.0,18.0,0,1,4
1272,1036038467163657,3.0,0,1,257.0,45.0,0,0,1
1273,1036046601275319,4.0,0,1,433.0,34.0,1,0,0
1274,1036054487201940,4.0,1,0,2.0,4.0,1,1,5
1275,1036071186390539,4.0,1,1,8.0,3.0,0,0,6
1276,1036074627461386,2.0,1,0,24.0,6.0,1,0,5
1277,1036122714135976,4.0,1,1,7.0,8.0,0,0,7
1278,1036149875471903,4.0,0,1,13.0,4.0,1,0,4
1279,1036298575115249,2.0,0,1,87.0,20.0,1,0,4
1280,1036312449471238,4.0,1,0,5.0,9.0,0,0,7
1281,1036332593250879,4.0,1,0,6.0,5.0,0,1,6
1282,1036353133452393,4.0,1,0,12.0,22.0,0,0,4
1283,1036388452043939,5.0,0,1,3.0,6.0,0,0,2
1284,1036388844557785,5.0,1,0,1.0,5.0,0,1,5
1285,1036409542939182,2.0,0,0,19.0,5.0,1,0,4
1286,1036421275856987,3.0,0,1,13.0,8.0,1,0,6
1287,1036467024094569,4.0,0,1,19.0,8.0,0,0,4
1288,1036473004097499,4.0,1,0,9.0,3.0,0,0,6
1289,1036476218421364,4.0,0,1,47.0,27.0,1,0,1
1290,1036495926102983,5.0,1,1,21.0,15.0,0,0,0
1291,1036520937362627,3.0,1,0,10.0,5.0,1,0,4
1292,1036523107732176,4.0,1,0,1.0,4.0,1,0,6
1293,1036524729265967,5.0,1,1,9.0,12.0,0,0,1
1294,1036553365296417,4.0,0,0,22.0,8.0,0,0,4
1295,1036591688457986,4.0,0,1,57.0,32.0,1,0,3
1296,1036603125446122,3.0,1,1,9.0,8.0,1,1,5
1297,1036626657064589,4.0,0,1,37.0,37.0,1,0,6
1298,1036640703919012,4.0,1,1,8.0,3.0,0,0,2
1299,1036656082383283,4.0,0,1,48.0,14.0,1,0,1
1300,1036684849301560,3.0,1,1,51.0,17.0,0,1,0
1301,1036686720508044,1.0,1,0,8.0,1.0,0,0,4
1302,1036720941139424,3.0,1,0,24.0,8.0,1,1,2
1303,1036771148178280,2.0,0,0,41.0,28.0,0,0,4
1304,1036776307829164,5.0,1,0,1.0,5.0,0,1,7
1305,1036809495195459,5.0,0,0,4.0,7.0,1,1,4
1306,1036834860035238,5.0,0,0,4.0,25.0,0,0,1
1307,1036848149394527,3.0,1,1,29.0,3.0,0,0,4
1308,1036872633145142,3.0,0,0,58.0,33.0,0,0,0
1309,1036895487969696,4.0,1,1,14.0,12.0,1,0,6
1310,1036911333819066,5.0,0,1,1.0,20.0,0,0,3
1311,1036916173431805,4.0,1,1,6.0,11.0,1,0,6
1312,1036927716832874,3.0,0,1,29.0,14.0,1,1,2
1313,1036951898297374,3.0,1,0,5.0,5.0,1,0,5
1314,1036995068723539,1.0,0,0,42.0,39.0,0,0,4
1315,1037022360390318,4.0,1,1,11.0,5.0,0,1,0
1316,1037024467494579,4.0,1,0,5.0,15.0,1,1,8
1317,1037072419443526,4.0,0,1,1.0,4.0,0,0,6
1318,1037099912235793,4.0,0,0,42.0,18.0,1,1,0
1319,1037105033452114,2.0,0,0,1.0,2.0,0,0,5
1320,1037120373292091,4.0,0,0,11.0,1.0,0,1,6
1321,1037126847168855,4.0,0,1,26.0,5.0,1,0,2
1322,1037205927588322,4.0,0,1,5.0,1.0,0,1,1
1323,1037278231438126,6.0,1,0,1.0,6.0,0,0,6
1324,1037318828712540,5.0,1,1,6.0,8.0,1,1,7
1325,1037328323116064,3.0,1,1,131.0,26.0,1,0,0
1326,1037405939374566,6.0,1,0,6.0,6.0,0,0,0
1327,1037424015068878,4.0,1,1,17.0,13.0,0,1,4
1328,1037426404208667,5.0,0,1,1.0,5.0,0,1,1
1329,1037446134367816,4.0,1,0,1.0,4.0,1,1,6
1330,1037521844367711,2.0,1,1,2.0,27.0,0,0,6
1331,1037542061412107,6.0,0,0,1.0,6.0,0,1,1
1332,1037550986125026,4.0,0,0,3.0,4.0,0,0,4
